athlete_code,name,gender,country_code,country,nationality_code,nationality,disciplines,events,birth_date,birth_country,hobbies,occupation,lang,reason,hero,medal_type,medal_code,medal_date,has_medal
1535433,PRIETO Marcela,Female,MEX,Mexico,MEX,Mexico,['Cycling Road'],"[""Women's Road Race""]",1992-03-11,Mexico,,Athlete,Spanish,She picked cycling as her chosen sport because it was the duathlon discipline she enjoyed the most,,None,None,None,False
1535438,RAMIREZ RAMOS Edson Ismael,Male,MEX,Mexico,MEX,Mexico,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",2000-07-10,Mexico,,"Athlete, student",Spanish,"His friend invited him to a training camp with his current coach, Blas Ruiz (MEX)","Baseball player Ismael Valdez (MEX), pitched 11 seasons for nine teams in Major League Baseball (MLB), five with the Los Angeles Dodgers (1994-1999) where he made his professional debut",None,None,None,False
1535439,RODRIGUEZ Gabriela,Female,MEX,Mexico,MEX,Mexico,['Shooting'],['Skeet Women'],1996-12-12,Mexico,"Working out, hiking",Athlete,"English, Spanish","She started the sport after she watched her father participate at the London 2012 Olympic Games. ""My dad inspired me to do it."" (Athlete, 1 Jul 2024)","Shooter Ennio Falco (ITA), 1996 Olympic skeet champion, five-time Olympian (1996, 2000, 2004, 2008, 2012), eight-time world championship medallist (five silver, three bronze)",None,None,None,False
1535440,ZAVALA VAZQUEZ Alejandra,Female,MEX,Mexico,MEX,Mexico,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1984-06-16,Mexico,"Reading, music",Military athlete,"English, Spanish",Her father and grandfather were competitive shooters and she spent a lot of time as a child at the Jalisco Cinegetic shooting club,,None,None,None,False
1535441,QUEZADA MARQUEZ Carlos,Male,MEX,Mexico,MEX,Mexico,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1999-10-21,Mexico,Playing video games,"Athlete, student",Spanish,A friend encouraged him to try shooting,,None,None,None,False
1535442,PENAFLOR MOYSEN Aram Michell,Male,MEX,Mexico,MEX,Mexico,['Triathlon'],"[""Men's Individual""]",1999-03-11,Mexico,"Going to the cinema, watching series, listening to music, getting to know new places",Athlete,Spanish,"He practised football when he was younger and dreamt of making it to the international stage, until he discovered triathlon in 2012. ""I wanted to do both sports, and I tried, but it was when the injuries (in football) started. So I opted for triathlon. The decision was not an easy one."" (jornada.com.mx, 6 Jan 2024)</p><p>He said a life in football was just not meant to be for him. ""Life told me: it's not in this sport, but maybe something else will come. That's how I discovered triathlon. Thanks to those small lessons, failures or defeats (in football), I became what I am now, but with a clearer goal and more maturity. Now I know what I'm going for and I know what I'm facing."" (kleidoscopiomx.com, 26 Mar 2024)",Football player Hugo Sanchez (MEX),None,None,None,False
1535444,REINOSO Sofia,Female,MEX,Mexico,MEX,Mexico,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",1996-10-23,Mexico,"Creeking, cliff jumping",Athlete,"English, Spanish","Grew up on an adventure and rafting park in Tlapacoyan, Mexico. ""I have always been on the water and it has become my passion, I love the way I feel when I paddle, the community, and it makes my dreams become bigger every time."" (myInfo)","Whitewater kayaker Tom McEwan (USA), competed internationally on the USA Wildwater team",None,None,None,False
1535448,BRIONES FRAGOZA Beatriz,Female,MEX,Mexico,MEX,Mexico,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1999-02-10,Mexico,,Athlete,Spanish,"She was successful in swimming, karate, chess, football and basketball before settling on paddling. She did it initially for fun but became more involved",,None,None,None,False
1535449,ALANIS MORALES Karina,Female,MEX,Mexico,MEX,Mexico,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1993-12-09,Mexico,,Athlete,Spanish,She paddled with her family for fun in Monterrey,,None,None,None,False
1535505,LINARES Natalia,Female,COL,Colombia,COL,Colombia,['Athletics'],"[""Women's Long Jump""]",2003-01-03,Colombia,Reading,"Athlete, student",Spanish,,"Triple jumper Caterine Ibarguen (COL), two-time Olympic medallist (2016 gold, 2012 silver) with four appearances (2004, 2012, 2016, 2020), five-time world championship medallist (two gold, one silver, two bronze)",None,None,None,False
1535506,LONGA Ronal,Male,COL,Colombia,COL,Colombia,['Athletics'],"[""Men's 100m""]",2004-06-30,Colombia,,Athlete,Spanish,,"Sprinter Asafa Powell (JAM), 2016 Olympic 4x100m relay champion, four-time Olympian (2004, 2008, 2012, 2016), five-time world championship medallist (two gold, one silver, two bronze)",None,None,None,False
1535511,RUIZ HURTADO Flor Denis,Female,COL,Colombia,COL,Colombia,['Athletics'],"[""Women's Javelin Throw""]",1991-01-29,Colombia,,Athlete,Spanish,,,None,None,None,False
1535512,ORJUELA Angie,Female,COL,Colombia,COL,Colombia,['Athletics'],"[""Women's Marathon""]",1989-05-09,Colombia,,Athlete,Spanish,Her family were involved in athletics and she was motivated by the chance to travel the world,"Middle distance runner Steve Prefontaine (USA), 1972 Olympian (fourth in 5000m), 1971 Pan American Games 5000m champion. Likely the most legendary U.S. distance runner, not just for his feats on the track, but his manner of winning, and his early, tragic death at 24.</p><p>Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist",None,None,None,False
1535513,RENTERIA RENTERIA Tatiana,Female,COL,Colombia,COL,Colombia,['Wrestling'],"[""Women's Freestyle 76kg""]",2000-12-22,,,,Spanish,,,Bronze Medal,3.0,2024-08-11,True
1535514,VALDES PANA Angie Paola,Female,COL,Colombia,COL,Colombia,['Boxing'],"[""Women's 60kg""]",2000-07-14,Colombia,,,Spanish,,,None,None,None,False
1535522,ARBOLEDA MENDOZA Valeria,Female,COL,Colombia,COL,Colombia,['Boxing'],"[""Women's 57kg""]",2002-04-13,Colombia,"Drawing, reading, shopping, spending time with family",Parks assistant,Spanish,"A classmate told her there was a community boxing gym around the corner from her house so she started training there. She won the Christmas Cup in the Bogota Boxing League, attracting the attention of Alexander Brand, the 2003 Pan American Games bronze medallist (middleweight). He took her to her first national championship where she won gold and earned a call-up to the Colombian national team","Boxer Ingrit Valencia (COL), 2016 Olympic flyweight bronze medallist, two-time world championship light flyweight medallist (2022 silver, 2023 bronze)",None,None,None,False
1535524,BOLANOS LOPEZ Victor,Male,COL,Colombia,COL,Colombia,['Sailing'],"[""Men's Kite""]",1994-09-19,Colombia,Cycling,,Spanish,,,None,None,None,False
1535609,ABDOLI Samyar,Male,IRI,IR Iran,IRI,IR Iran,['Swimming'],"[""Men's 100m Freestyle""]",2002-12-25,,,Athlete,,,,None,None,None,False
1535660,SIMWAKA Asimenye,Female,MAW,Malawi,MAW,Malawi,['Athletics'],"[""Women's 100m""]",1997-08-08,Malawi,,"Athlete, soldier",English,To improve her living conditions,,None,None,None,False
1535693,AL MARZOOQI Omar Abdul Aziz,Male,UAE,UA Emirates,UAE,UA Emirates,['Equestrian'],"['Jumping Individual', 'Jumping Team']",2003-03-28,,,,"Arabic, English","His father opened a riding school in 2009. “I was six and accompanied my father to the riding school almost every day. I loved the horses and wanted to start riding. Nobody asked me to do it, but I had a passion to ride horses. (thenationalnews.com, 24 Oct 2018)","Equestrian show jumper Christian Ahlmann (GER), two-time Olympic team bronze medallist (2004, 2016), four-time Olympian (2004, 2008, 2012, 2016), 2006 World Championships team bronze medallist, 2011 World Cup Final champion",None,None,None,False
1535729,SERRANO Franco,Male,ARG,Argentina,ARG,Argentina,['Modern Pentathlon'],"[""Men's Individual""]",2000-11-22,Argentina,,Sports soldier in the Argentine Army,Spanish,,,None,None,None,False
1535766,KUMEL SAADI,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2004-08-19,Switzerland,,Athlete,"Arabic, German",,,None,None,None,False
1535776,JOSEF AL IMAM,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2004-07-27,Sweden,,Athlete,"Arabic, Swedish",,,None,None,None,False
1535804,MUNTADHER ABDULAMEER,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2001-10-06,Iraq,,Athlete,Arabic,,,None,None,None,False
1535805,MUNTADHER MOHAMMED,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2001-06-05,Iraq,,Athlete,"Arabic, Persian",,,None,None,None,False
1535852,MAEDER Maximilian,Male,SGP,Singapore,SGP,Singapore,['Sailing'],"[""Men's Kite""]",2006-09-12,Singapore,Listening to music,Athlete,"Chinese, English, German","He skied when he was very young in Switzerland but then his parents started a dive resort in Sulawesi, Indonesia where his father introduced him to kiteboard. That turned into competitive kitesurfing on the beach",,Bronze Medal,3.0,2024-08-09,True
1535853,LO Ryan,Male,SGP,Singapore,SGP,Singapore,['Sailing'],"[""Men's Dinghy""]",1997-02-26,Singapore,,"Athlete, student",English,"His father and siblings were sailors. He started as a way to spend time with his siblings and they became a source of motivation. By age nine he was competing, drawn to the thrill of competition, the elements, and the changing variables of the sport",,None,None,None,False
1535854,SIM En Yi Letitia,Female,SGP,Singapore,SGP,Singapore,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",2003-03-03,Singapore,,"Athlete, student",English,,,None,None,None,False
1535856,TAN Jonathan Eu Jin,Male,SGP,Singapore,SGP,Singapore,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",2002-03-11,Singapore,"Investing, photography","Athlete, student","English, Mandarin","Parents wanted him to learn to swim for safety. ""I wasn't very interested in it at first, but I realised it was not bad going swimming instead of staying home. Then I got into swimming and enjoyed it."" (hangzhou2022.cn)",,None,None,None,False
1535858,PEREIRA Veronica Shanti,Female,SGP,Singapore,SGP,Singapore,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",1996-09-20,Singapore,,Athlete,English,"""I actually love my events because I saw that I was good at it and I could get better. It is also the two shortest events! But I do love the 4x400 relay as well as that's a team effort."" (myInfo)","Sprinter Veronica Campbell-Brown (JAM), eight-time Olympic medallist (three gold, three silver, two bronze) over five Olympic Games (2000, 2004, 2008, 2012, 2016), 11-time world championship medallist (three gold, seven silver, one bronze).</p><p>Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze)",None,None,None,False
1535910,ZAID TAHSEEN,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2001-01-29,Iraq,,Athlete,Arabic,,,None,None,None,False
1535913,HUSSEIN AMER,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2002-04-28,Iraq,,,,,,None,None,None,False
1535914,ANAK LISES Bertrand Rhodict,Male,MAS,Malaysia,MAS,Malaysia,['Diving'],"[""Men's 10m Platform""]",2005-05-28,Malaysia,,,English,,"Diver Pandelela Rinong (MAS), two-time Olympic medallist (2016 silver, 2012 bronze), seven-time world championship medallist (one silver, six bronze). </p><p>""When Pandelela Rinong made her name, I realised there’s a future in diving, so I started taking it seriously."" (tatlerasia.com, 8 Jan 2024)",None,None,None,False
1535916,HUSSEIN LAWEND,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2001-01-20,Iraq,,Athlete,Arabic,,,None,None,None,False
1535918,WONG Guanjie Johnathan,Male,MAS,Malaysia,MAS,Malaysia,['Shooting'],['10m Air Pistol Men'],1992-08-23,Malaysia,"Outdoor activities, PC gaming, hunting for food",Shooting range manager,"English, Malay, Mandarin",Wanted to try a different sport,"Squash player Nicol Ann David (MAS), 11-time world championship singles medallist (eight gold, three silver), four-time Commonwealth Games medallist (two gold, one silver, one bronze), nine-time Asian Games medallist (seven gold, one silver, one bronze)",None,None,None,False
1535925,MOHAMAD ZUBIR Nur Aisyah,Female,MAS,Malaysia,MAS,Malaysia,['Cycling Road'],"[""Women's Road Race""]",1997-10-04,Malaysia,,Athlete,Malay,,,None,None,None,False
1535926,MOHAMAD LATIF Nur Shazrin,Female,MAS,Malaysia,MAS,Malaysia,['Sailing'],"[""Women's Dinghy""]",1998-02-02,Malaysia,,Athlete,"English, Malay","Her mother encouraged her to take up the sport. ""When I was a child, I was naughty and could not sit still, so my mother sent me to a sailing training session with my older siblings. At school, I was active in multiple sports but my mother just wanted me to focus on sailing."" (thestar.com.my, 20 Sep 2023)",,None,None,None,False
1535927,ALI JASIM,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2004-01-20,Iraq,,Athlete,Arabic,,,None,None,None,False
1535928,KARRAR SAAD,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2001-03-22,Iraq,,Athlete,Arabic,,,None,None,None,False
1535929,KARRAR MOHAMMED,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2001-01-06,Iraq,,Athlete,Arabic,,,None,None,None,False
1535930,NIHAD MOHAMMED,Male,IRQ,Iraq,IRQ,Iraq,['Football'],['Men'],2001-01-14,Iraq,,Athlete,Arabic,,,None,None,None,False
1535959,DOUA Camil,Male,MTN,Mauritania,MTN,Mauritania,['Swimming'],"[""Men's 50m Freestyle""]",2002-02-23,France,,Athlete,"Arabic, French",,,None,None,None,False
1535993,CHEW Caroline,Female,SGP,Singapore,SGP,Singapore,['Equestrian'],['Dressage Individual'],1992-04-18,Singapore,"Reading, baking, cooking","Athlete, lawyer","English, Mandarin","“I loved horses and we started riding as a family bonding event.” (Athlete, 14 Jul 2021)","Equestrian dressage rider Isabell Werth (GER), 12-time Olympic medallist (seven gold, five silver); six-time Olympian (1992-2000, 2008-2020); 12-time world championships medallist (nine gold, three bronze)",None,None,None,False
1536032,HERNANDEZ FLORES Margarita,Female,MEX,Mexico,MEX,Mexico,['Athletics'],"[""Women's Marathon""]",1985-12-03,Mexico,,"Athlete, administrator, assistant coach",Spanish,"She had worked several jobs, in a shoe shop, a cafe and in a factory that made toy animals, starting while studying at secondary school. Invited to run a race in Valle de Bravo in her home state at age 19 she won it and received prize money. “I then started to research about the athletic competitive system and realised I could earn some income doing something I enjoy. So, I stopped working and started looking for a coach.” (prensauniversitaria.press, 4 Jan 2024)",,None,None,None,False
1536045,SALIMI Arian,Male,IRI,IR Iran,IRI,IR Iran,['Taekwondo'],['Men +80kg'],2003-12-16,IR Iran,,Athlete,Farsi,,,Gold Medal,1.0,2024-08-10,True
1536058,BARKHORDARI Mehran,Male,IRI,IR Iran,IRI,IR Iran,['Taekwondo'],['Men -80kg'],2000-07-26,IR Iran,,Athlete,Farsi,,,Silver Medal,2.0,2024-08-09,True
1536064,NEMATZADEH Mobina,Female,IRI,IR Iran,IRI,IR Iran,['Taekwondo'],['Women -49kg'],2005-05-17,IR Iran,,,Farsi,,,Bronze Medal,3.0,2024-08-07,True
1536067,KIYANICHANDEH Nahid,Female,IRI,IR Iran,IRI,IR Iran,['Taekwondo'],['Women -57kg'],1998-08-01,IR Iran,,Athlete,"English, Persian",,,Silver Medal,2.0,2024-08-08,True
1536157,MPALI Adam,Male,GAB,Gabon,GAB,Gabon,['Swimming'],"[""Men's 50m Freestyle""]",2002-05-29,,,,French,,,None,None,None,False
